Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Vasculogenesis (GO:0001570)	3/33	0.0005934098642840978	0.0191671386163763	0	0	20.484536082474225	152.19242604001315	EGFL7;NOTCH1;ENG
GO_Biological_Process_2023	Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:0035924)	3/34	0.0006484839479590657	0.0199542108036025	0	0	19.822746923844363	145.51627376631131	FLT1;NOTCH1;SEMA6A
GO_Biological_Process_2023	Regulation Of Glial Cell Proliferation (GO:0060251)	2/8	0.0006795551666861537	0.0199542108036025	0	0	67.66666666666667	493.5655481733249	NOTCH1;PRKCH
GO_Biological_Process_2023	Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation (GO:0003198)	2/8	0.0006795551666861537	0.0199542108036025	0	0	67.66666666666667	493.5655481733249	NOTCH1;ENG
GO_Biological_Process_2023	Negative Regulation Of Endothelial Cell Migration (GO:0010596)	3/37	0.0008329373632247138	0.0229932476373994	0	0	18.07095209217708	128.13302753808438	MEF2C;NOTCH1;PTPRM
GO_Biological_Process_2023	Negative Regulation Of Endothelial Cell Proliferation (GO:0001937)	3/37	0.0008329373632247138	0.0229932476373994	0	0	18.07095209217708	128.13302753808438	MEF2C;FLT1;PTPRM
GO_Biological_Process_2023	Positive Regulation Of Cell Motility (GO:2000147)	6/221	0.0008548739576761487	0.0229932476373994	0	0	5.844136566056408	41.28623306874784	CDH5;CXCL12;NOTCH1;FLT1;PECAM1;CDH13
GO_Biological_Process_2023	Heart Looping (GO:0001947)	3/38	0.0009010656627178086	0.0229932476373994	0	0	17.55375552282769	123.08574753825548	MEF2C;NOTCH1;ENG
GO_Biological_Process_2023	Protein Phosphorylation (GO:0006468)	9/500	0.000901695985780372	0.0229932476373994	0	0	3.909514111143439	27.41051489462289	PRKCH;FLT1;MAST4;PEAK1;AKT3;FYN;CDK14;DCLK1;MAP4K3
GO_Biological_Process_2023	Endothelial Cell Migration (GO:0043542)	3/40	0.0010476950310726	0.0251915081346558	0	0	16.60323209807746	113.9174773737536	CDH5;STARD13;CDH13
