Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2023	Mannosyltransferase Activity (GO:0000030)	1/23	0.1089472978360328	0.2075186625448244	0	0	9.1267217630854	20.232947516534363	TMTC1
GO_Molecular_Function_2023	Disordered Domain Specific Binding (GO:0097718)	1/23	0.1089472978360328	0.2075186625448244	0	0	9.1267217630854	20.232947516534363	NCOA3
GO_Molecular_Function_2023	DNA-binding Transcription Repressor Activity, RNA Polymerase II-specific (GO:0001227)	3/243	0.1222856478144001	0.2301847488271061	0	0	2.533505154639175	5.3238965730585095	KLF12;ZBTB46;MXI1
GO_Molecular_Function_2023	Histone Acetyltransferase Activity (GO:0004402)	1/27	0.1266566423028266	0.2329317559592214	0	0	7.721056721056721	15.953830010816358	NCOA3
GO_Molecular_Function_2023	Nuclear Thyroid Hormone Receptor Binding (GO:0046966)	1/27	0.1266566423028266	0.2329317559592214	0	0	7.721056721056721	15.953830010816358	NCOA3
GO_Molecular_Function_2023	Acylglycerol O-acyltransferase Activity (GO:0016411)	1/29	0.13538019382269	0.2461458069503455	0	0	7.1688311688311686	14.335283778329618	PNPLA3
GO_Molecular_Function_2023	Phospholipase A2 Activity (GO:0004623)	1/31	0.1440174715013112	0.2560310604467755	0	0	6.69023569023569	12.964476920040203	PNPLA3
GO_Molecular_Function_2023	RNA Polymerase II Complex Binding (GO:0000993)	1/31	0.1440174715013112	0.2560310604467755	0	0	6.69023569023569	12.964476920040203	NCOA3
GO_Molecular_Function_2023	GTPase Activity (GO:0003924)	3/265	0.1472199267321783	0.2588482228258081	0	0	2.3181710868025496	4.44121640468074	RGS3;SEPTIN9;RGS7
GO_Molecular_Function_2023	RNA Polymerase Core Enzyme Binding (GO:0043175)	1/33	0.152569319997184	0.2634076624040689	0	0	6.271464646464646	11.79120788980768	NCOA3
GO_Molecular_Function_2023	Ribonucleoside Triphosphate Phosphatase Activity (GO:0017111)	3/270	0.153105703772365	0.2634076624040689	0	0	2.274180470288428	4.26778784074879	RGS3;SEPTIN9;RGS7
GO_Molecular_Function_2023	Solute:Sodium Symporter Activity (GO:0015370)	1/34	0.1568134700259566	0.2669165447250325	0	0	6.081114172023263	11.266469699963473	SLC28A2
GO_Molecular_Function_2023	Basal RNA Polymerase II Transcription Machinery Binding (GO:0001099)	1/36	0.165238740567014	0.2753979009450234	0	0	5.733044733044733	10.321566994169176	NCOA3
GO_Molecular_Function_2023	Non-Membrane Spanning Protein Tyrosine Kinase Activity (GO:0004715)	1/36	0.165238740567014	0.2753979009450234	0	0	5.733044733044733	10.321566994169176	LYN
GO_Molecular_Function_2023	Transmembrane Receptor Protein Kinase Activity (GO:0019199)	1/37	0.1694200671801256	0.2794557809156711	0	0	5.57351290684624	9.895070145641316	FLT1
GO_Molecular_Function_2023	Phosphotyrosine Residue Binding (GO:0001784)	1/39	0.1777206145684703	0.2901561054179108	0	0	5.279638490164806	9.12080010262218	PIK3R1
GO_Molecular_Function_2023	Neutral L-amino Acid Transmembrane Transporter Activity (GO:0015175)	1/41	0.1859390303366049	0.3005075237763311	0	0	5.015151515151516	8.43717221072756	SLC6A6
GO_Molecular_Function_2023	Lipase Activity (GO:0016298)	1/42	0.1900176905858975	0.304028304937436	0	0	4.892584380389258	8.124812043283224	PNPLA3
GO_Molecular_Function_2023	Phosphoric Diester Hydrolase Activity (GO:0008081)	1/44	0.1981144149654997	0.3107677097498035	0	0	4.664552501761804	7.551493311263548	PLCB1
GO_Molecular_Function_2023	Signaling Receptor Complex Adaptor Activity (GO:0030159)	1/44	0.1981144149654997	0.3107677097498035	0	0	4.664552501761804	7.551493311263548	PIK3R1
GO_Molecular_Function_2023	Protein Phosphorylated Amino Acid Binding (GO:0045309)	1/45	0.2021326772791743	0.3139925083948339	0	0	4.558310376492194	7.287967841732019	PIK3R1
GO_Molecular_Function_2023	Chemokine Activity (GO:0008009)	1/46	0.2061310043831236	0.3171246221278825	0	0	4.45679012345679	7.038356248208516	CXCL12
GO_Molecular_Function_2023	Calcium-Dependent Phospholipid Binding (GO:0005544)	1/47	0.2101094941683413	0.3188054453166673	0	0	4.359683794466403	6.801658146757973	ANXA3
GO_Molecular_Function_2023	Transcription Cis-Regulatory Region Binding (GO:0000976)	4/474	0.2130985441388057	0.3188054453166673	0	0	1.7225177304964538	2.663013396149757	ZBTB46;MXI1;FOXN3;SMAD6
GO_Molecular_Function_2023	Cadherin Binding (GO:0045296)	3/319	0.2142241294885003	0.3188054453166673	0	0	1.9167427900300145	2.9531878685208706	FASN;PKP4;SEPTIN9
GO_Molecular_Function_2023	Purine Ribonucleoside Triphosphate Binding (GO:0035639)	4/476	0.2151936755887504	0.3188054453166673	0	0	1.715042372881356	2.6346769739413003	ACLY;CDK6;PRAG1;AKT3
GO_Molecular_Function_2023	Transmembrane Receptor Protein Tyrosine Kinase Activity (GO:0004714)	1/50	0.2219269115603851	0.3198946472942488	0	0	4.092145949288806	6.1603458876211565	FLT1
GO_Molecular_Function_2023	Chemokine Receptor Binding (GO:0042379)	1/50	0.2219269115603851	0.3198946472942488	0	0	4.092145949288806	6.1603458876211565	CXCL12
GO_Molecular_Function_2023	Nuclear Receptor Coactivator Activity (GO:0030374)	1/50	0.2219269115603851	0.3198946472942488	0	0	4.092145949288806	6.1603458876211565	NCOA3
GO_Molecular_Function_2023	Syntaxin Binding (GO:0019905)	1/53	0.233569272224541	0.3336703888922015	0	0	3.8554778554778553	5.606931137649977	SEPTIN9
