Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
WikiPathways_2024_Mouse	IL 7 Signaling Pathway WP297	1/43	0.1940761190078197	0.2633890186534697	0	0	4.775853775853776	7.830035336967146	STAT3
WikiPathways_2024_Mouse	Mecp2 And Associated Rett Syndrome WP2910	1/47	0.2101094941683413	0.2762041137277155	0	0	4.359683794466403	6.801658146757973	CSRP1
WikiPathways_2024_Mouse	Exercise Induced Circadian Regulation WP544	1/49	0.21800735103248	0.2762041137277155	0	0	4.177609427609427	6.363445371866637	ETV6
WikiPathways_2024_Mouse	EGFR1 Signaling Pathway WP572	2/175	0.2180558792587227	0.2762041137277155	0	0	2.327120443553144	3.5442135628801488	SH2D3C;STAT3
WikiPathways_2024_Mouse	Endochondral Ossification WP1270	1/61	0.2637791413086752	0.3268567620564019	0	0	3.34006734006734	4.451117734093463	TIMP3
WikiPathways_2024_Mouse	Kit Receptor Signaling Pathway WP407	1/67	0.2856600898087258	0.3464388323212207	0	0	3.0355065809611266	3.8033460819667058	STAT3
WikiPathways_2024_Mouse	Dravet Syndrome Scn1a A1783V Point Mutation Model WP5298	1/72	0.3034014618596549	0.3577732242792278	0	0	2.821027173139849	3.3646345783285243	GLS
WikiPathways_2024_Mouse	Alzheimer 39 S Disease WP2075	1/74	0.3103752378928968	0.3577732242792278	0	0	2.74346201743462	3.209777224050686	PLCB4
WikiPathways_2024_Mouse	Estrogen Signaling WP1244	1/75	0.3138361616484454	0.3577732242792278	0	0	2.7062517062517064	3.1362323637249645	BCL2
WikiPathways_2024_Mouse	MicroRNAs In Cardiomyocyte Hypertrophy WP1560	1/83	0.3409115467213686	0.3810187875121178	0	0	2.4412416851441243	2.627098856469418	STAT3
WikiPathways_2024_Mouse	Oxidative Stress And Redox Pathway WP4466	1/92	0.3701086437867988	0.4056960133816834	0	0	2.1988011988011986	2.185517547233266	GLS
WikiPathways_2024_Mouse	Amino Acid Metabolism WP662	1/95	0.3795535332169826	0.4072038778896772	0	0	2.1283043197936813	2.061815304518316	GLS
WikiPathways_2024_Mouse	Wnt Signaling Pathway And Pluripotency WP723	1/97	0.3857720948428521	0.4072038778896772	0	0	2.083754208754209	1.9847936202473104	TCF4
WikiPathways_2024_Mouse	ESC Pluripotency Pathways WP339	1/117	0.4446617754820939	0.4608312945905337	0	0	1.7227446882619295	1.396183515184437	STAT3
WikiPathways_2024_Mouse	GPCRs Other WP41	1/154	0.5392525329667543	0.5488820424840178	0	0	1.3036904997689311	0.8051218322041944	ADGRG1
WikiPathways_2024_Mouse	GPCRs Non Odorant WP1396	1/266	0.738747316125365	0.738747316125365	0	0	0.7484276729559748	0.2266234078508183	ADGRG1
