	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	celltype	group	group1	group2
AABR07034767.1	160.0949634207002	-0.18093219531911706	0.23776011372037809	-0.7609863256202237	0.44666523486696597	0.8537419166278217	AABR07034767.1	Adipocytes_Brown	diet	Control	HF
AABR07035218.1	295.75829212873003	-0.6912861531943543	0.2887358542004859	-2.3941818902558407	0.016657485884393988	0.20291214817673678	AABR07035218.1	Adipocytes_Brown	diet	Control	HF
AABR07035338.1	856.268435500128	0.07240919952393181	0.2698708074021714	0.2683106046962129	0.788460244036852	0.9617222080611024	AABR07035338.1	Adipocytes_Brown	diet	Control	HF
AABR07035428.2	96.77735888321084	-0.4441893239100096	0.2893151648174525	-1.5353129663641278	0.12470697064562042	0.5697591925285056	AABR07035428.2	Adipocytes_Brown	diet	Control	HF
AABR07035839.1	4484.390568338872	-1.1217646748692949	0.2251802037831418	-4.981630960551055	6.305059145786217e-07	6.819972309358757e-05	AABR07035839.1	Adipocytes_Brown	diet	Control	HF
AABR07037995.1	149.44667576552578	0.29792679329854865	0.2920228176277883	1.020217514914487	0.3076253127166546	0.7681264433857069	AABR07037995.1	Adipocytes_Brown	diet	Control	HF
AABR07039328.2	30.148716733772435	0.5926429585189587	0.4253680921987083	1.3932473295202144	0.1635450119562084	0.6259315484232975	AABR07039328.2	Adipocytes_Brown	diet	Control	HF
AABR07040855.1	26.000548121556648	-0.005431105304520506	0.48005074413093946	-0.011313606677878847	0.9909732404725388	0.997915733974566	AABR07040855.1	Adipocytes_Brown	diet	Control	HF
AABR07040864.1	1817.2151892982242	0.9173487773422886	0.505635164065572	1.8142503578396785	0.06963919046073566	0.44454771022629896	AABR07040864.1	Adipocytes_Brown	diet	Control	HF
AABR07042936.1	28.69590984205419	1.2200087919932245	0.500264588004347	2.4387270681302415	0.014739095575280388	0.188589391577684	AABR07042936.1	Adipocytes_Brown	diet	Control	HF
AABR07043115.1	7.2376931340796276	-0.2729398035739456	0.8778409419710632	-0.31092170634135524	0.7558601424967253	0.9528171490031383	AABR07043115.1	Adipocytes_Brown	diet	Control	HF
AABR07044383.1	99.23085654572505	-0.024612601011971713	0.28326631190098467	-0.08688855673234808	0.9307600955230141	0.9912053711014438	AABR07044383.1	Adipocytes_Brown	diet	Control	HF
AABR07044388.2	15.35821640366011	1.6218595486627376	0.7773415034456734	2.086418313538672	0.036940747519227185	0.32892056943876136	AABR07044388.2	Adipocytes_Brown	diet	Control	HF
AABR07045341.1	5.175555191289058	2.196384756484355	0.9603514847376602	2.2870634256210294	0.02219212129328502	0.243425691031132	AABR07045341.1	Adipocytes_Brown	diet	Control	HF
AABR07046707.1	381.3682860672927	0.381233931123043	0.2375008341666842	1.6051898615879523	0.10845202795779757	0.5409228854133717	AABR07046707.1	Adipocytes_Brown	diet	Control	HF
AABR07048271.1	6.081781478898527	-3.239723789551635	0.98509936535179	-3.2887279227864425	0.0010064126069599091	0.02805945602507317	AABR07048271.1	Adipocytes_Brown	diet	Control	HF
AABR07049060.1	82.0978206257086	0.5695417292512429	0.2766132613204033	2.058982011681422	0.03949596173251321	0.33826380128975025	AABR07049060.1	Adipocytes_Brown	diet	Control	HF
AABR07049554.2	48.61110948363427	-0.5471334780985908	0.39054203566541745	-1.4009592518417848	0.1612262586142551	0.6231047080510257	AABR07049554.2	Adipocytes_Brown	diet	Control	HF
AABR07051450.1	58.18036719473779	-0.4302564649082133	0.4361677256682452	-0.9864472761000935	0.3239136756346903	0.7781121856394103	AABR07051450.1	Adipocytes_Brown	diet	Control	HF
AABR07051787.1	9.86357648566142	-0.3700284390280169	0.6206542282261526	-0.5961909581854758	0.5510476652677117	0.8985676752732283	AABR07051787.1	Adipocytes_Brown	diet	Control	HF
AABR07052085.2	17.8671945522628	0.2293867173494993	0.48033141790625633	0.4775592617892579	0.6329639319900251	0.9256365088914573	AABR07052085.2	Adipocytes_Brown	diet	Control	HF
AABR07053185.1	446.77686801440075	0.12641801325052068	0.2867766009569808	0.4408240171222496	0.659340404880379	0.931615629951519	AABR07053185.1	Adipocytes_Brown	diet	Control	HF
AABR07053830.1	3443.06890943523	1.2619676575127514	0.3268261386291783	3.8612813002224353	0.0001127939491573083	0.0049722977888893415	AABR07053830.1	Adipocytes_Brown	diet	Control	HF
AABR07054096.1	35.58402869198594	0.22019903853433873	0.5695273034098155	0.3866347358870868	0.6990266385499853	0.9410019279722093	AABR07054096.1	Adipocytes_Brown	diet	Control	HF
AABR07054262.1	15.422374035908094	-0.4187190373243452	0.5317570773721463	-0.7874254149913414	0.43103287388676004	0.8432969406707638	AABR07054262.1	Adipocytes_Brown	diet	Control	HF
AABR07054614.1	14.06901665045819	-1.9006656966052429	0.6312181771465077	-3.0111073562510735	0.002602968046696204	0.05704461400256089	AABR07054614.1	Adipocytes_Brown	diet	Control	HF
AABR07056686.1	3.801820591740814	-0.7983386239042493	0.9378610428282371	-0.8512333783443649	0.3946397246615455	0.8264666876164668	AABR07056686.1	Adipocytes_Brown	diet	Control	HF
AABR07057997.1	287.10598075533017	0.40203666284585854	0.36468927855660277	1.1024087805297493	0.27028399594338726	0.7368629266302567	AABR07057997.1	Adipocytes_Brown	diet	Control	HF
AABR07058017.2	5.627945035132759	1.1676574260474708	1.0522899767029648	1.1096346557495258	0.2671564912095763	0.7348618053723222	AABR07058017.2	Adipocytes_Brown	diet	Control	HF
AABR07060591.1	8.849333923884474	0.19361369569249995	0.9371226206115026	0.20660444154699928	0.8363187912542227	0.9715762117081276	AABR07060591.1	Adipocytes_Brown	diet	Control	HF
AABR07060778.1	28.794646937475697	-0.7207374079334513	0.42798827480512885	-1.684012040427081	0.09217934182928227	0.5098669844932175	AABR07060778.1	Adipocytes_Brown	diet	Control	HF
AABR07060872.1	7.7704924549294985	1.4819275263440634	1.0480921221662798	1.4139286948184462	0.15738283973624778	0.6179985958876935	AABR07060872.1	Adipocytes_Brown	diet	Control	HF
AABR07064584.1	3.7907247205324883	-1.081698920911719	1.0442309897090545	-1.0358808841835885	0.30025771669153556	0.7625536977699934	AABR07064584.1	Adipocytes_Brown	diet	Control	HF
AABR07064719.2	563.1894299875827	-0.1208032485118544	0.19367636615809652	-0.6237376862659827	0.5327998689730311	0.889489032836661	AABR07064719.2	Adipocytes_Brown	diet	Control	HF
AABR07064804.1	27.073588974477875	0.5300570813666299	0.40364763194560793	1.31316782118037	0.18912640451915508	0.6636751750053378	AABR07064804.1	Adipocytes_Brown	diet	Control	HF
AABR07068351.1	47.914396623921526	-0.3518700871385448	0.3215325652313286	-1.0943528749114095	0.27380024363340105	0.7391154734997404	AABR07068351.1	Adipocytes_Brown	diet	Control	HF
AABR07071891.2	106.80633957673147	0.5082258446836556	0.32215843172704606	1.5775649327541368	0.11466559383744038	0.5545902573163414	AABR07071891.2	Adipocytes_Brown	diet	Control	HF
AABR07071891.3	22.32772685877284	0.3018676418433261	0.4351947138360189	0.6936381170224178	0.48790918328845456	0.8725559399347795	AABR07071891.3	Adipocytes_Brown	diet	Control	HF
AABR07072108.1	22.47773160243184	-0.6846355860861938	0.42971164044169	-1.5932442169415604	0.1111054153518537	0.5478824238667602	AABR07072108.1	Adipocytes_Brown	diet	Control	HF
AABR07072539.5	7.037550662915447	0.8452606012488095	0.7592689196169369	1.1132558957836134	0.2655985425510631	0.7343721122086435	AABR07072539.5	Adipocytes_Brown	diet	Control	HF
AC094643.2	25.950043175510284	-0.06573379008285153	0.5308672257856341	-0.12382340986594462	0.9014550960604318	0.986129817157125	AC094643.2	Adipocytes_Brown	diet	Control	HF
AC095078.1	5.582183046555069	0.46061936101980155	0.7967146234175543	0.5781484956858802	0.563163867972464	0.9046057075432133	AC095078.1	Adipocytes_Brown	diet	Control	HF
AC096301.1	121.44166752817499	1.3645083121130057	0.375123818892822	3.6374877930715046	0.00027531023579012263	0.010113755265723938	AC096301.1	Adipocytes_Brown	diet	Control	HF
AC098622.1	6.352392957414458	-1.3036592698469152	1.0202877368072967	-1.2777368803102054	0.20134221672454555	0.6737589881350429	AC098622.1	Adipocytes_Brown	diet	Control	HF
AC109542.1	13.69650243515749	-0.44258757125450504	0.5863724607930839	-0.7547891499813854	0.4503755050548095	0.8547475968682705	AC109542.1	Adipocytes_Brown	diet	Control	HF
AC115369.1	7.648743658887751	-1.0440098928709864	0.8012277214511138	-1.3030126952923782	0.19257042740831853	0.6668900159260702	AC115369.1	Adipocytes_Brown	diet	Control	HF
AC115420.4	17.46387915687408	-0.12052216995788104	0.49246659369360957	-0.24473166606883487	0.8066642074933423	0.9664628175303299	AC115420.4	Adipocytes_Brown	diet	Control	HF
AC119007.5	11.387664415985853	0.432043434964292	0.895011003188986	0.4827241602895288	0.6292916061262416	0.9256134433964186	AC119007.5	Adipocytes_Brown	diet	Control	HF
AC119332.1	6.540857157667745	0.6988927753673628	0.76415225401735	0.9145988534262631	0.3604022608624895	0.8047833858364134	AC119332.1	Adipocytes_Brown	diet	Control	HF
AC121639.1	10.200105071668775	-0.8268646184497648	0.617608667594886	-1.3388164088916867	0.18063044758298563	0.6547157473043743	AC121639.1	Adipocytes_Brown	diet	Control	HF
AC125757.1	216.04774215144272	2.368498297378895	0.3373221492580115	7.021472804524539	2.195415533374013e-12	6.931579529966275e-10	AC125757.1	Adipocytes_Brown	diet	Control	HF
AC130391.3	5.448295656367546	0.3562176621000046	0.9528053171826169	0.37386195865627303	0.7085070200402792	0.941617213190552	AC130391.3	Adipocytes_Brown	diet	Control	HF
AC133270.1	11.54381198117161	-0.4569092643134913	0.6047032932527626	-0.7555924854579977	0.44989356272653336	0.8547317071169349	AC133270.1	Adipocytes_Brown	diet	Control	HF
Aaas	56.469233712249526	0.7198884926906618	0.4496469788033921	1.6010081833674072	0.10937510664863674	0.5438439172861907	Aaas	Adipocytes_Brown	diet	Control	HF
Aacs	195.59686030149103	-1.5696006681055983	0.471466519335786	-3.329187977795097	0.0008709959688552538	0.025139960327616652	Aacs	Adipocytes_Brown	diet	Control	HF
Aadat	8.425909691802646	0.8574188139419453	0.830250785598127	1.0327226770694904	0.3017336980366391	0.7633927930657362	Aadat	Adipocytes_Brown	diet	Control	HF
Aagab	110.76658843399836	-0.352295798222678	0.3047780413690633	-1.1559093845480628	0.24771822364128282	0.7166159752832311	Aagab	Adipocytes_Brown	diet	Control	HF
Aak1	676.6617034820243	0.0312658721691917	0.20667417499105206	0.15128098210889365	0.8797540706952773	0.9803661260522575	Aak1	Adipocytes_Brown	diet	Control	HF
Aamdc	121.45449788394137	-0.2073196649731653	0.308726806025768	-0.6715311431552895	0.5018822266803098	0.8759802161259574	Aamdc	Adipocytes_Brown	diet	Control	HF
Aamp	118.22256016694418	0.14089448789717868	0.3942692424252095	0.35735602156159957	0.7208252957066942	0.9443678482420769	Aamp	Adipocytes_Brown	diet	Control	HF
Aar2	51.885548389865384	-0.1636199742488702	0.36047395109181624	-0.4539023520376223	0.6498991106134065	0.9302315769445578	Aar2	Adipocytes_Brown	diet	Control	HF
Aars1	173.71985098277472	-0.2700912537677117	0.295352197295795	-0.9144717941516294	0.3604689922169937	0.8047833858364134	Aars1	Adipocytes_Brown	diet	Control	HF
Aars2	151.918079226884	-0.25434248938791704	0.22677817332630432	-1.1215474825346232	0.2620548919173128	0.7304522184151868	Aars2	Adipocytes_Brown	diet	Control	HF
Aarsd1	118.32672084070848	0.13813368581946472	0.2576174712730007	0.5361968857814096	0.59182248559366	0.91306435145887	Aarsd1	Adipocytes_Brown	diet	Control	HF
Aasdh	203.78698103836896	0.19857507807217772	0.31202932724817295	0.6363987636144238	0.5245165465451282	0.8852024357147542	Aasdh	Adipocytes_Brown	diet	Control	HF
Aasdhppt	39.11922915037285	-0.22642482571925507	0.3432637462871268	-0.6596234766075747	0.5094954848178739	0.8792918087815633	Aasdhppt	Adipocytes_Brown	diet	Control	HF
Aatf	240.0241351370396	0.18533843196838976	0.22914384912548677	0.8088300544645747	0.4186129062140358	0.8354950001217614	Aatf	Adipocytes_Brown	diet	Control	HF
Abat	36.6638315181058	1.2319331631839525	0.42529668717066066	2.8966441553531532	0.0037717731087458708	0.07368202919125294	Abat	Adipocytes_Brown	diet	Control	HF
Abca1	190.57426297295083	-1.8096552225544031	0.4828811364606816	-3.7476204513152553	0.00017852011513163217	0.0071176518258284195	Abca1	Adipocytes_Brown	diet	Control	HF
Abca16	89.80331121733687	0.13845189524357449	0.41444987871657485	0.33406185489139933	0.7383328835372853	0.9497728288395566	Abca16	Adipocytes_Brown	diet	Control	HF
Abca2	124.2514835906104	-0.5366808787161631	0.40119653222927293	-1.3377006918132197	0.18099402538557885	0.6547157473043743	Abca2	Adipocytes_Brown	diet	Control	HF
Abca3	130.92902091234342	-0.26293849360710414	0.31863561347421765	-0.8252012094322275	0.4092573669198586	0.8304576272985562	Abca3	Adipocytes_Brown	diet	Control	HF
Abca7	25.545257511518958	-0.23772854732663837	0.4245489663899013	-0.5599555437577275	0.575509761303914	0.9066365360922468	Abca7	Adipocytes_Brown	diet	Control	HF
Abca8	29.391771199421793	1.6193386132771455	0.4099732490468453	3.9498640875763895	7.819558225796746e-05	0.0036539231677503036	Abca8	Adipocytes_Brown	diet	Control	HF
Abca8a	167.05361596748497	1.384632648468472	0.3083789606126789	4.490036044344664	7.12111223457075e-06	0.0005437178635572255	Abca8a	Adipocytes_Brown	diet	Control	HF
Abcb10	31.92745678135671	-0.4548160029456996	0.538330985915455	-0.844863132246169	0.39818726093000467	0.8275207964312175	Abcb10	Adipocytes_Brown	diet	Control	HF
Abcb11	211.14194468759896	-0.47648906685568937	0.29734440734571455	-1.6024820211321076	0.10904906011747664	0.5425515844516023	Abcb11	Adipocytes_Brown	diet	Control	HF
Abcb6	226.5937594881166	1.4442080243232704	0.8196321324868665	1.7620197733602299	0.07806595669945035	0.47130051998086764	Abcb6	Adipocytes_Brown	diet	Control	HF
Abcb7	307.1285348305231	0.1749624936724372	0.28538137207307496	0.6130830908880632	0.5398214001587086	0.892470081609685	Abcb7	Adipocytes_Brown	diet	Control	HF
Abcb8	149.15605401745282	-0.01405599841028349	0.24485847587463003	-0.05740458181027109	0.9542229132661219	0.9926626311662267	Abcb8	Adipocytes_Brown	diet	Control	HF
Abcb9	217.63104601593855	0.984999398518756	0.33040528254531504	2.9811853821788197	0.0028713491695213224	0.0604380198168434	Abcb9	Adipocytes_Brown	diet	Control	HF
Abcc1	164.2951571426012	-0.3239508893299448	0.22897494070097454	-1.4147875236399876	0.15713080324760798	0.6179235428488886	Abcc1	Adipocytes_Brown	diet	Control	HF
Abcc10	77.9063138511405	-0.5222447696022351	0.3699631963127161	-1.4116127625862573	0.15806401244298307	0.6190089820177433	Abcc10	Adipocytes_Brown	diet	Control	HF
Abcc3	140.3241400101286	-0.07272352882808061	0.28196255235083695	-0.2579191038730316	0.7964693407895389	0.9638282598178666	Abcc3	Adipocytes_Brown	diet	Control	HF
Abcc4	1737.4963429703764	0.8308664674554805	0.265133999745577	3.1337605446784695	0.0017258162818354992	0.04262364863510001	Abcc4	Adipocytes_Brown	diet	Control	HF
Abcc5	136.56946080436612	-0.3579816942216423	0.26775809928240535	-1.3369593494315846	0.18123590628296693	0.6548709734604453	Abcc5	Adipocytes_Brown	diet	Control	HF
Abcc8	66.86835842082773	-2.704796096367975	0.3721974632759621	-7.267099760866802	3.6728756722252714e-13	1.4302177867645206e-10	Abcc8	Adipocytes_Brown	diet	Control	HF
Abcc9	26.622505889496693	-2.2780597134313454	0.7789535144622898	-2.924513043636354	0.0034499562083146287	0.06925760765412821	Abcc9	Adipocytes_Brown	diet	Control	HF
Abcd1	38.68799546935367	0.24659735145765077	0.3503672088110975	0.7038254301663406	0.48154149482395747	0.8681355832785228	Abcd1	Adipocytes_Brown	diet	Control	HF
Abcd2	445.0876338080007	2.368032087221999	0.36340607956807963	6.516214836131758	7.210368659269326e-11	1.792160142076261e-08	Abcd2	Adipocytes_Brown	diet	Control	HF
Abcd3	1134.436566195019	0.5079638030803051	0.2708013637254746	1.875780077663325	0.06068548471208368	0.4182465087944316	Abcd3	Adipocytes_Brown	diet	Control	HF
Abcd4	348.054928036999	-0.2164881629509433	0.29827303341812267	-0.7258053484421693	0.46795810766679125	0.8615255683524092	Abcd4	Adipocytes_Brown	diet	Control	HF
Abce1	118.11512934962467	0.031039222522346272	0.3189392512626541	0.09732017115944357	0.922472137765334	0.9904838769337078	Abce1	Adipocytes_Brown	diet	Control	HF
Abcf1	537.9892649015812	0.08832651538792315	0.21194262189588642	0.4167472998013217	0.6768632532673768	0.9363901489139024	Abcf1	Adipocytes_Brown	diet	Control	HF
Abcf2	85.20882845041547	-0.5317820265520903	0.2648621595992071	-2.0077689744612432	0.04466784719397581	0.36464695382251955	Abcf2	Adipocytes_Brown	diet	Control	HF
Abcf3	177.02715437839717	0.01931854348606298	0.3142166128894281	0.061481610753856344	0.9509756591904718	0.9919550486861829	Abcf3	Adipocytes_Brown	diet	Control	HF
Abcg1	118.32567608491159	1.8095560888795073	0.4928266402250702	3.6717903237801766	0.00024085725806559008	0.009018251566417383	Abcg1	Adipocytes_Brown	diet	Control	HF
Abcg3l1	7.243546853872846	-1.306286648902148	0.7493491235143993	-1.7432283670070199	0.08129373225820702	0.48122595957498027	Abcg3l1	Adipocytes_Brown	diet	Control	HF
Abcg3l4	13.746294849453006	-0.5770027258545178	0.5206512233226441	-1.1082327285668414	0.2677613196374026	0.7353050625303567	Abcg3l4	Adipocytes_Brown	diet	Control	HF
Abcg4	3.823349808033736	-0.7752974662261928	0.9358345094339321	-0.8284557348661518	0.4074124535625864	0.8299290683360865	Abcg4	Adipocytes_Brown	diet	Control	HF
Abhd1	247.10020828476556	0.006266387530932358	0.3035995338740756	0.020640306824487666	0.9835325871102336	0.9960805813007269	Abhd1	Adipocytes_Brown	diet	Control	HF
Abhd10	21.76298645256322	-0.210977493412772	0.49648506668108594	-0.42494227434295034	0.670878756321848	0.9356740247554715	Abhd10	Adipocytes_Brown	diet	Control	HF
Abhd11	23.5689229571747	-0.24010928332762868	0.41987409827222194	-0.5718601940812167	0.5674166933861362	0.9051666445299942	Abhd11	Adipocytes_Brown	diet	Control	HF
Abhd12	385.3040910792109	-0.08473495086991123	0.2775899220782594	-0.3052522592877935	0.7601740332862214	0.9534202966046292	Abhd12	Adipocytes_Brown	diet	Control	HF
Abhd13	20.091995532537315	-0.15104884150938389	0.48964228025014406	-0.30848815063972296	0.7577109153168027	0.9529898873352192	Abhd13	Adipocytes_Brown	diet	Control	HF
Abhd14a	22.664005652488846	-0.30382093507806635	0.48935835872563405	-0.6208557178205022	0.5346945592658403	0.8901998656213306	Abhd14a	Adipocytes_Brown	diet	Control	HF
Abhd14b	13.178269612788666	-1.185540182892897	0.5685621600169801	-2.085154915792305	0.03705524078006017	0.3291632796814345	Abhd14b	Adipocytes_Brown	diet	Control	HF
Abhd15	28.303004623020765	0.850783610522587	0.4714752586939665	1.80451379968345	0.0711507978166375	0.449288443294032	Abhd15	Adipocytes_Brown	diet	Control	HF
Abhd16a	515.6180968892215	0.5821131431337058	0.2919995885004115	1.9935409708047769	0.0462022418231408	0.36903599329461795	Abhd16a	Adipocytes_Brown	diet	Control	HF
Abhd17a	90.07208022269808	-0.2392147302800164	0.33674786813116037	-0.7103674675286863	0.4774762917357004	0.8653903001402542	Abhd17a	Adipocytes_Brown	diet	Control	HF
Abhd17b	365.99366208858635	0.5777397378431145	0.29325168596906415	1.9701156565697011	0.048825116951091437	0.37975104737308923	Abhd17b	Adipocytes_Brown	diet	Control	HF
Abhd17c	67.8924396984022	-0.15228325187981068	0.37609702122851746	-0.4049041690954607	0.6855479537274535	0.93766200625736	Abhd17c	Adipocytes_Brown	diet	Control	HF
Abhd18	91.83049075068695	0.02023217186360107	0.29349140140314905	0.06893616564871527	0.9450404309556171	0.9918690138519627	Abhd18	Adipocytes_Brown	diet	Control	HF
Abhd2	13.074668987138052	0.7349377382294492	0.6157367396406138	1.193590849651767	0.2326380550793148	0.7045773637194317	Abhd2	Adipocytes_Brown	diet	Control	HF
Abhd3	62.55898059837302	-0.32450225957387496	0.3301975715603684	-0.9827518053522324	0.32572960693595865	0.7803882830651905	Abhd3	Adipocytes_Brown	diet	Control	HF
Abhd4	33.01736685735869	-0.5103496747810062	0.42702223841858655	-1.1951360581851904	0.23203387589719915	0.7045773637194317	Abhd4	Adipocytes_Brown	diet	Control	HF
Abhd5	1458.2495879263158	1.4454810542720868	0.36268094234956527	3.9855445530382427	6.732554255200735e-05	0.0033308632836990663	Abhd5	Adipocytes_Brown	diet	Control	HF
Abhd6	141.9906587778627	-0.6083595278889141	0.2646316346407191	-2.2988919246743196	0.021511077077494334	0.23887110496130115	Abhd6	Adipocytes_Brown	diet	Control	HF
