gene_id,gene_id,celltype,group,sub_id,sub_id_2,log2FoldChange_Control,lfcSE_Control,log2FoldChange_HF,lfcSE_HF,log2FC_diff,se_delta,z,pval,padj_diff
Socs2,Socs2,Adipocytes_Brown,time,Control,F,-2.128137849027923,0.5153979329861585,-0.9087626389758235,1.01863297919755,-1.2193752100520991,1.1415989556912187,-1.0681292269698934,0.285462223696076,0.9999939767421606
Tg,Tg,Adipocytes_Brown,time,Control,F,-1.424693752726833,0.503543082948327,-0.2341342782413179,0.5767365298262841,-1.1905594744855152,0.7656243603890683,-1.5550177555485658,0.11994184068724567,0.9999939767421606
Ccdc3,Ccdc3,Adipocytes_Brown,time,Control,F,-1.4086191445424152,0.294893026236548,-0.2670002664841642,0.4962320348011949,-1.141618878058251,0.5772418291200696,-1.9777133611375688,0.04796105210475998,0.9999939767421606
Acsl4,Acsl4,Adipocytes_Brown,time,Control,F,-1.292364522420924,0.3646508538177584,-0.1581671357975711,0.7739522135292946,-1.1341973866233528,0.8555537820715393,-1.3256880051153979,0.18494306216096845,0.9999939767421606
Klhl35,Klhl35,Adipocytes_Brown,time,Control,F,-1.6056008971786793,0.8288897219178298,-0.488039094036613,0.8273569705694094,-1.1175618031420662,1.1711437690782494,-0.9542481740065484,0.33995803482597475,0.9999939767421606
Armcx3,Armcx3,Adipocytes_Brown,time,Control,F,-1.6077561207263351,0.6198300344131696,-0.5026949215210722,0.4113036274718901,-1.105061199205263,0.7438816744161442,-1.4855335696669776,0.13740253762736554,0.9999939767421606
Htr2b,Htr2b,Adipocytes_Brown,time,Control,F,-1.2438286073573486,0.2929629155313984,-0.1920830832858327,0.4506824405810624,-1.051745524071516,0.5375331916493716,-1.9566150340304207,0.05039274610745026,0.9999939767421606
Nid1,Nid1,Adipocytes_Brown,time,Control,F,-1.400911221739921,0.3993539122813784,-0.3717076440457947,0.5733654277188696,-1.0292035776941264,0.6987356159218486,-1.472951362778736,0.14076415094234296,0.9999939767421606
Mroh7,Mroh7,Adipocytes_Brown,time,Control,F,-1.2500081803063186,0.4235537808570213,-0.2215570211851136,0.3918647024544635,-1.0284511591212049,0.577023180043924,-1.782339418397225,0.07469389827429751,0.9999939767421606
Chsy3,Chsy3,Adipocytes_Brown,time,Control,F,-1.1346903369529222,0.4613527335682523,-0.1159605633327157,0.3607912621761538,-1.0187297736202066,0.585676258383043,-1.7394076659906854,0.08196308076608161,0.9999939767421606
ENSRNOG00000066171,ENSRNOG00000066171,Adipocytes_Brown,time,Control,F,-1.9539911645904364,0.3233889812568094,-0.94240037479056,0.7211459715290031,-1.0115907897998764,0.7903366026262649,-1.2799493107599855,0.200562963632422,0.9999939767421606
Fam151a,Fam151a,Adipocytes_Brown,time,Control,F,-1.1509558624231302,0.3612979119612169,0.1459009538413152,0.641187131572593,-1.005054908581815,0.7359735857229014,-1.3656127449120496,0.17206054415169936,0.9999939767421606
Tbc1d8,Tbc1d8,Adipocytes_Brown,time,Control,F,-1.1107447396075911,0.266778689215503,-0.1160248076153114,0.2638085940954662,-0.9947199319922797,0.37518774412041817,-2.6512591298105406,0.008019228963008995,0.9999939767421606
Ndufaf5,Ndufaf5,Adipocytes_Brown,time,Control,F,-1.0545087914185545,0.2423526297077844,-0.0607858449790797,0.2726559929331755,-0.9937229464394748,0.36479595338854065,-2.724051451801797,0.0064486459420540765,0.9999939767421606
Nek10,Nek10,Adipocytes_Brown,time,Control,F,-1.523713148610618,0.3600220480548731,-0.5576918820640936,0.4830337731983888,-0.9660212665465243,0.6024429442992073,-1.6035066485345764,0.10882284246204055,0.9999939767421606
