gene_id,gene_id,celltype,group,sub_id,sub_id_2,log2FoldChange_Control,lfcSE_Control,log2FoldChange_HF,lfcSE_HF,log2FC_diff,se_delta,z,pval,padj_diff
Pik3ap1,Pik3ap1,Adipocytes_Brown,time,Control,F,2.2098579875780864,0.6115957722636284,0.5777368971547053,0.3119761233184577,-1.632121090423381,0.6865700912299906,-2.377209714305258,0.01744416725287934,0.9999939767421606
Hycc1,Hycc1,Adipocytes_Brown,time,Control,F,2.506022412931333,0.6234415850500985,0.8784357600625083,0.5019808677801173,-1.6275866528688245,0.8004150183417716,-2.033428428467913,0.04200925763692909,0.9999939767421606
Eng,Eng,Adipocytes_Brown,time,Control,F,2.8392487992276885,1.6691548320884904,1.2127085262104662,0.9274000415761556,-1.6265402730172223,1.909489117696095,-0.8518196086813701,0.3943142213166573,0.9999939767421606
Tspan2,Tspan2,Adipocytes_Brown,time,Control,F,1.990241796413456,1.0105777367528377,0.365105065866745,0.5151601141793811,-1.625136730546711,1.1343091753405685,-1.4327105571184109,0.15194057122877047,0.9999939767421606
Adamts18,Adamts18,Adipocytes_Brown,time,Control,F,1.6764353774708882,1.0405202209395077,-0.0518859498887217,0.43268796533255,-1.6245494275821666,1.126898933146901,-1.4416105826327839,0.14941226132969265,0.9999939767421606
Hspa12b,Hspa12b,Adipocytes_Brown,time,Control,F,1.6968485351545977,0.6826531716543316,0.0734238847491184,0.6217032580500444,-1.6234246504054792,0.9233256705192153,-1.7582362347757277,0.07870732225741128,0.9999939767421606
Esrp1,Esrp1,Adipocytes_Brown,time,Control,F,2.581477563810932,0.6157461987215308,0.9618647485165216,0.5153818419251791,-1.6196128152944107,0.8029706247592158,-2.0170262340295184,0.04369277567694474,0.9999939767421606
Optc,Optc,Adipocytes_Brown,time,Control,F,1.7688479512612598,0.6945601233517625,0.1652052902562737,0.3493601017473133,-1.603642661004986,0.7774742732999651,-2.062631158454125,0.03914768505413124,0.9999939767421606
Rasgrp3,Rasgrp3,Adipocytes_Brown,time,Control,F,1.8027003740095289,0.7329110560811886,-0.2034260488614155,0.6105651636462716,-1.5992743251481134,0.9539121737269325,-1.6765425258173954,0.09363197375230858,0.9999939767421606
Prkg1,Prkg1,Adipocytes_Brown,time,Control,F,1.945101807200282,1.1787579107824615,0.3500232721191202,0.6347199674246967,-1.5950785350811616,1.338782898486473,-1.1914392818166688,0.2334811796508387,0.9999939767421606
Notch1,Notch1,Adipocytes_Brown,time,Control,F,2.004673931530682,0.6181874531228223,-0.4170156577317507,0.3882965111296521,-1.587658273798931,0.7300204844755671,-2.1748133203953515,0.029644108486355014,0.9999939767421606
Myrip,Myrip,Adipocytes_Brown,time,Control,F,2.088408488506888,0.4250646036398414,0.5038632155854372,0.4254496403868782,-1.5845452729214509,0.6014044510749978,-2.6347415122869635,0.00842013783852913,0.9999939767421606
Unc79,Unc79,Adipocytes_Brown,time,Control,F,1.981099489975655,0.437456304739751,0.4055296782724536,0.2740667097594569,-1.5755698117032015,0.516217570366345,-3.052142937686263,0.002272138752983821,0.8670831041194413
Inpp4b,Inpp4b,Adipocytes_Brown,time,Control,F,1.623080136158349,0.5597606712649034,0.0539137720201261,0.5305362637531608,-1.5691663641382227,0.7712332567077865,-2.034619682813764,0.04188915532168935,0.9999939767421606
Adap1,Adap1,Adipocytes_Brown,time,Control,F,1.686288036313732,0.4002014213423655,0.1310252448495329,0.3241040469399563,-1.5552627914641992,0.5149802043645046,-3.0200438352449352,0.002527381037356946,0.8955955233091292
Shroom3,Shroom3,Adipocytes_Brown,time,Control,F,1.853464095497104,0.3329495118102917,0.3009596833434113,0.3043150902518513,-1.5525044121536928,0.45106878806863143,-3.4418351551237785,0.0005777822283727918,0.6369728077683157
Eef2k,Eef2k,Adipocytes_Brown,time,Control,F,1.6620464918027806,0.4500558853496504,-0.1194041029780149,0.5437014892466567,-1.5426423888247658,0.7058056455901228,-2.185647562417789,0.028841400037299847,0.9999939767421606
Akap6,Akap6,Adipocytes_Brown,time,Control,F,2.461095711971079,0.9471532637450194,0.9206972908194035,0.5846581472234009,-1.5403984211516752,1.1130698334505083,-1.3839189373917822,0.16638327743844372,0.9999939767421606
Kcnn1,Kcnn1,Adipocytes_Brown,time,Control,F,1.7213730495142243,0.8794002606805517,-0.181200948302048,0.5406549313228981,-1.5401721012121763,1.0323044963811743,-1.4919746127342972,0.13570580083588313,0.9999939767421606
Myo1e,Myo1e,Adipocytes_Brown,time,Control,F,1.8412647107128488,0.2789625605295635,0.3088027920812392,0.385719617880109,-1.5324619186316095,0.4760249298038787,-3.2192892066870966,0.001285088046607319,0.8670831041194413
Adamtsl3,Adamtsl3,Adipocytes_Brown,time,Control,F,1.6154905128391772,0.6560329363100216,0.085120072243944,0.469764308363146,-1.5303704405952332,0.8068814776257128,-1.8966483715779685,0.05787436191170814,0.9999939767421606
AC119007.5,AC119007.5,Adipocytes_Brown,time,Control,F,2.760778732626683,1.072978044672702,1.242530058981444,1.1567037079074554,-1.518248673645239,1.577734246391486,-0.9622968361862592,0.33590051779200847,0.9999939767421606
Gsap,Gsap,Adipocytes_Brown,time,Control,F,1.5967272408853062,0.5092324476034474,-0.0831357321854127,0.3515052406931249,-1.5135915086998935,0.6187678239266563,-2.446138034610058,0.014439570611567643,0.9999939767421606
Mnd1,Mnd1,Adipocytes_Brown,time,Control,F,1.8391330886382724,0.7140309859947542,0.3279017937593921,0.5927649281323114,-1.5112312948788804,0.9280142827480325,-1.6284569353866276,0.10342803351412688,0.9999939767421606
Csrp1,Csrp1,Adipocytes_Brown,time,Control,F,1.6113138901560895,0.4399263764414469,0.1021334173503499,0.4352042312491356,-1.5091804728057396,0.6188197957289769,-2.438804451993827,0.014735939915139884,0.9999939767421606
Crot,Crot,Adipocytes_Brown,time,Control,F,1.6253099533725688,0.2844929763836978,0.11771046446608,0.323876940162585,-1.5075994889064888,0.4310829687899232,-3.4972374184450263,0.00047010325210217196,0.6300748656201244
Gata6,Gata6,Adipocytes_Brown,time,Control,F,1.9545499085015308,0.3284407086505778,0.4519678172715031,0.4996758337809566,-1.5025820912300276,0.5979542105910685,-2.5128714952015283,0.011975294712325057,0.9999939767421606
Cuzd1,Cuzd1,Adipocytes_Brown,time,Control,F,1.5455244409312476,0.7944112866556777,0.0499559465051603,0.4477029005374167,-1.4955684944260874,0.9118811213724876,-1.6400915200164274,0.10098613933391931,0.9999939767421606
Btbd8,Btbd8,Adipocytes_Brown,time,Control,F,1.688147446468624,0.6271442021071367,0.1931930854316077,0.5967209590379114,-1.4949543610370162,0.8656706955833274,-1.7269319253433308,0.08417989000620096,0.9999939767421606
